exec,label,timestamp,cpu,mem
209,listener,1742845690,0.0,2308.0
209,listener,1742845690,5.9,2308.0
209,listener,1742845691,5.9,2308.0
209,listener,1742845692,0.0,2308.0
209,listener,1742845693,0.0,2308.0
209,listener,1742845694,0.0,2308.0
209,listener,1742845695,0.0,2308.0
209,listener,1742845696,0.0,2308.0
209,listener,1742845697,0.0,2308.0
209,listener,1742845698,0.0,2308.0
209,listener,1742845699,0.0,2308.0
209,listener,1742845700,0.0,2308.0
209,listener,1742845701,0.0,2308.0
209,listener,1742845701,5.9,2308.0
209,listener,1742845702,5.9,2308.0
209,listener,1742845703,0.0,2308.0
209,listener,1742845704,0.0,2308.0
209,listener,1742845705,5.9,2308.0
209,listener,1742845706,0.0,2308.0
209,listener,1742845707,0.0,2308.0
209,listener,1742845708,0.0,2308.0
209,listener,1742845709,0.0,2308.0
209,listener,1742845710,0.0,2308.0
209,listener,1742845711,0.0,2308.0
209,listener,1742845712,0.0,2308.0
209,listener,1742845713,0.0,2308.0
209,listener,1742845713,0.0,2308.0
209,listener,1742845714,6.2,2308.0
209,listener,1742845715,0.0,2308.0
209,listener,1742845716,0.0,2308.0
209,listener,1742845717,0.0,2308.0
209,listener,1742845718,0.0,2308.0
209,listener,1742845719,0.0,2308.0
209,listener,1742845720,0.0,2308.0
209,listener,1742845721,0.0,2308.0
209,listener,1742845722,0.0,2308.0
209,listener,1742845723,0.0,2308.0
209,listener,1742845724,0.0,2308.0
209,listener,1742845725,0.0,2308.0
209,listener,1742845725,0.0,2308.0
209,listener,1742845726,5.9,2308.0
209,listener,1742845727,0.0,2308.0
209,listener,1742845728,0.0,2308.0
209,listener,1742845729,0.0,2308.0
209,listener,1742845730,0.0,2308.0
209,listener,1742845731,0.0,2308.0
209,listener,1742845732,0.0,2308.0
209,listener,1742845733,0.0,2308.0
209,listener,1742845734,0.0,2308.0
209,listener,1742845735,0.0,2308.0
209,listener,1742845736,0.0,2308.0
209,listener,1742845737,0.0,2308.0
209,listener,1742845738,0.0,2308.0
209,listener,1742845738,0.0,2308.0
209,listener,1742845739,6.2,2308.0
209,listener,1742845740,0.0,2308.0
209,listener,1742845741,0.0,2308.0
209,listener,1742845742,0.0,2308.0
209,listener,1742845743,0.0,2308.0
209,listener,1742845744,0.0,2308.0
209,listener,1742845745,0.0,2308.0
209,listener,1742845746,0.0,2308.0
209,listener,1742845747,0.0,2308.0
209,listener,1742845748,0.0,2308.0
209,listener,1742845749,0.0,2308.0
209,listener,1742845750,0.0,2308.0
209,listener,1742845751,0.0,2308.0
209,listener,1742845751,5.9,2308.0
209,listener,1742845752,5.9,2308.0
209,listener,1742845753,0.0,2308.0
209,listener,1742845754,0.0,2308.0
209,listener,1742845755,0.0,2308.0
209,listener,1742845756,0.0,2308.0
209,listener,1742845757,0.0,2308.0
209,listener,1742845758,0.0,2308.0
209,listener,1742845759,0.0,2308.0
209,listener,1742845760,0.0,2308.0
209,listener,1742845761,0.0,2308.0
209,listener,1742845762,0.0,2308.0
209,listener,1742845763,0.0,2308.0
209,listener,1742845763,0.0,2308.0
209,listener,1742845764,0.0,2308.0
209,listener,1742845765,0.0,2308.0
209,listener,1742845766,0.0,2308.0
209,listener,1742845767,0.0,2308.0
209,listener,1742845768,0.0,2308.0
209,listener,1742845769,5.9,2308.0
209,listener,1742845770,0.0,2308.0
209,listener,1742845771,0.0,2308.0
209,listener,1742845772,0.0,2308.0
209,listener,1742845773,0.0,2308.0
209,listener,1742845774,0.0,2308.0
209,listener,1742845775,0.0,2308.0
209,listener,1742845776,0.0,2308.0
209,listener,1742845776,0.0,2308.0
209,listener,1742845777,5.9,2308.0
209,listener,1742845778,0.0,2308.0
209,listener,1742845779,0.0,2308.0
209,listener,1742845780,0.0,2308.0
209,listener,1742845781,0.0,2308.0
209,listener,1742845782,0.0,2308.0
209,listener,1742845783,0.0,2308.0
209,listener,1742845784,0.0,2308.0
209,listener,1742845785,0.0,2308.0
209,listener,1742845786,0.0,2308.0
209,listener,1742845787,0.0,2308.0
209,listener,1742845788,0.0,2308.0
209,listener,1742845789,0.0,2308.0
209,listener,1742845789,0.0,2308.0
209,listener,1742845790,5.9,2308.0
209,listener,1742845791,0.0,2308.0
209,listener,1742845792,0.0,2308.0
209,listener,1742845793,0.0,2308.0
209,listener,1742845794,0.0,2308.0
209,listener,1742845795,0.0,2308.0
209,listener,1742845796,0.0,2308.0
209,listener,1742845797,0.0,2308.0
209,listener,1742845798,0.0,2308.0
209,listener,1742845799,0.0,2308.0
209,listener,1742845800,0.0,2308.0
209,listener,1742845801,0.0,2308.0
209,listener,1742845802,0.0,2308.0
209,listener,1742845802,0.0,2308.0
209,listener,1742845803,5.9,2308.0
209,listener,1742845804,5.9,2308.0
209,listener,1742845805,0.0,2308.0
209,listener,1742845806,0.0,2308.0
209,listener,1742845807,0.0,2308.0
209,listener,1742845808,0.0,2308.0
209,listener,1742845809,0.0,2308.0
209,listener,1742845810,0.0,2308.0
209,listener,1742845811,0.0,2308.0
209,listener,1742845812,0.0,2308.0
209,listener,1742845813,0.0,0.0
